init_time,track_id,model,valid_time,lead_time_hours,lat,lon,maximum_sustained_wind_speed_knots
2025-06-24 12:00:00,AL012025,FNV3,2025-06-24 12:00:00,0,36.2,-49.7,35
2025-06-24 12:00:00,AL012025,FNV3,2025-06-24 18:00:00,6,37.4,-48.0,29
2025-06-24 12:00:00,AL012025,FNV3,2025-06-25 00:00:00,12,38.3,-46.3,27
2025-06-24 12:00:00,AL012025,FNV3,2025-06-25 06:00:00,18,39.1,-44.6,26
2025-06-24 12:00:00,AL012025,HFSA,2025-06-24 12:00:00,0,36.3,-49.7,35
2025-06-24 12:00:00,AL012025,HFSA,2025-06-24 18:00:00,6,37.4,-48.2,35
2025-06-24 12:00:00,AL012025,HFSA,2025-06-25 00:00:00,12,38.1,-46.8,28
2025-06-24 12:00:00,AL012025,HFSA,2025-06-25 06:00:00,18,38.7,-44.9,27
2025-06-24 12:00:00,AL012025,HFSA,2025-06-25 12:00:00,24,39.6,-42.4,31
2025-06-24 12:00:00,AL012025,HFSA,2025-06-25 18:00:00,30,40.4,-39.1,30
2025-06-24 12:00:00,AL012025,HFSA,2025-06-26 00:00:00,36,41.3,-35.4,31
2025-06-24 12:00:00,AL012025,HFSA,2025-06-26 06:00:00,42,42.3,-31.4,28
2025-06-24 12:00:00,AL012025,HFSA,2025-06-26 12:00:00,48,43.5,-27.3,26
2025-06-24 12:00:00,AL012025,OFCL,2025-06-24 12:00:00,0,36.2,-49.7,35
2025-06-24 12:00:00,AL012025,OFCL,2025-06-24 15:00:00,3,36.6,-48.9,35
2025-06-24 12:00:00,AL012025,OFCL,2025-06-25 00:00:00,12,37.9,-46.3,35
2025-06-24 12:00:00,AL012025,OFCL,2025-06-25 12:00:00,24,39.6,-41.5,30
2025-06-24 18:00:00,AL012025,FNV3,2025-06-24 18:00:00,0,37.3,-48.1,35
2025-06-24 18:00:00,AL012025,FNV3,2025-06-25 00:00:00,6,38.1,-46.5,28
2025-06-24 18:00:00,AL012025,FNV3,2025-06-25 06:00:00,12,38.9,-44.9,26
2025-06-24 18:00:00,AL012025,HFSA,2025-06-24 18:00:00,0,37.4,-48.1,35
2025-06-24 18:00:00,AL012025,HFSA,2025-06-25 00:00:00,6,38.2,-46.5,29
2025-06-24 18:00:00,AL012025,HFSA,2025-06-25 06:00:00,12,39.1,-44.8,27
2025-06-24 18:00:00,AL012025,HFSA,2025-06-25 12:00:00,18,40.0,-42.4,28
2025-06-24 18:00:00,AL012025,HFSA,2025-06-25 18:00:00,24,40.8,-39.2,30
2025-06-24 18:00:00,AL012025,HFSA,2025-06-26 00:00:00,30,41.7,-35.6,30
2025-06-24 18:00:00,AL012025,HFSA,2025-06-26 06:00:00,36,42.7,-31.5,28
2025-06-24 18:00:00,AL012025,HFSA,2025-06-26 12:00:00,42,43.6,-27.3,26
2025-06-24 18:00:00,AL012025,OFCL,2025-06-24 18:00:00,0,37.3,-48.1,35
2025-06-24 18:00:00,AL012025,OFCL,2025-06-24 21:00:00,3,37.9,-47.4,35
2025-06-24 18:00:00,AL012025,OFCL,2025-06-25 06:00:00,12,39.0,-44.5,30
2025-06-28 18:00:00,AL022025,FNV3,2025-06-28 18:00:00,0,19.2,-93.9,25
2025-06-28 18:00:00,AL022025,HFSA,2025-06-28 18:00:00,0,19.0,-94.1,26
2025-06-28 18:00:00,AL022025,HFSA,2025-06-29 00:00:00,6,19.3,-94.8,28
2025-06-28 18:00:00,AL022025,HFSA,2025-06-29 06:00:00,12,19.8,-96.0,25
2025-06-28 18:00:00,AL022025,HFSA,2025-06-29 12:00:00,18,20.6,-97.0,38
2025-06-28 18:00:00,AL022025,OFCL,2025-06-28 18:00:00,0,19.2,-93.9,25
2025-06-28 18:00:00,AL022025,OFCL,2025-06-28 21:00:00,3,19.3,-94.2,25
2025-06-28 18:00:00,AL022025,OFCL,2025-06-29 06:00:00,12,19.7,-95.1,30
2025-06-28 18:00:00,AL022025,OFCL,2025-06-29 18:00:00,24,20.8,-96.1,35
2025-06-28 18:00:00,AL022025,OFCL,2025-06-30 06:00:00,36,21.9,-97.7,35
2025-06-28 18:00:00,AL022025,OFCL,2025-06-30 18:00:00,48,22.1,-98.7,20
2025-06-29 00:00:00,AL022025,FNV3,2025-06-29 00:00:00,0,19.5,-94.7,25
2025-06-29 00:00:00,AL022025,HFSA,2025-06-29 00:00:00,0,19.2,-95.0,28
2025-06-29 00:00:00,AL022025,HFSA,2025-06-29 06:00:00,6,19.8,-95.7,31
2025-06-29 00:00:00,AL022025,HFSA,2025-06-29 12:00:00,12,20.3,-96.5,41
2025-06-29 00:00:00,AL022025,HFSA,2025-06-29 18:00:00,18,19.4,-97.3,19
2025-06-29 00:00:00,AL022025,OFCL,2025-06-29 00:00:00,0,19.5,-94.7,25
2025-06-29 00:00:00,AL022025,OFCL,2025-06-29 03:00:00,3,19.7,-95.1,25
2025-06-29 00:00:00,AL022025,OFCL,2025-06-29 12:00:00,12,20.3,-96.0,30
2025-06-29 00:00:00,AL022025,OFCL,2025-06-30 00:00:00,24,21.3,-97.3,35
2025-06-29 00:00:00,AL022025,OFCL,2025-06-30 12:00:00,36,22.1,-98.8,25
2025-06-29 06:00:00,AL022025,FNV3,2025-06-29 06:00:00,0,19.7,-95.6,25
2025-06-29 06:00:00,AL022025,FNV3,2025-06-29 12:00:00,6,18.2,-96.9,31
2025-06-29 06:00:00,AL022025,FNV3,2025-06-29 18:00:00,12,17.0,-98.4,34
2025-06-29 06:00:00,AL022025,FNV3,2025-06-30 00:00:00,18,15.4,-100.0,36
2025-06-29 06:00:00,AL022025,FNV3,2025-06-30 06:00:00,24,15.0,-101.0,44
2025-06-29 06:00:00,AL022025,FNV3,2025-06-30 12:00:00,30,15.6,-101.8,51
2025-06-29 06:00:00,AL022025,FNV3,2025-06-30 18:00:00,36,16.2,-102.6,57
2025-06-29 06:00:00,AL022025,FNV3,2025-07-01 00:00:00,42,16.4,-103.6,68
2025-06-29 06:00:00,AL022025,FNV3,2025-07-01 06:00:00,48,17.0,-104.6,75
2025-06-29 06:00:00,AL022025,FNV3,2025-07-01 12:00:00,54,17.6,-105.4,74
2025-06-29 06:00:00,AL022025,FNV3,2025-07-01 18:00:00,60,18.2,-106.2,78
2025-06-29 06:00:00,AL022025,FNV3,2025-07-02 00:00:00,66,18.7,-106.9,80
2025-06-29 06:00:00,AL022025,FNV3,2025-07-02 06:00:00,72,19.4,-107.7,79
2025-06-29 06:00:00,AL022025,FNV3,2025-07-02 12:00:00,78,20.1,-108.3,73
2025-06-29 06:00:00,AL022025,FNV3,2025-07-02 18:00:00,84,20.7,-108.9,63
2025-06-29 06:00:00,AL022025,FNV3,2025-07-03 00:00:00,90,21.3,-109.5,56
2025-06-29 06:00:00,AL022025,FNV3,2025-07-03 06:00:00,96,21.8,-110.1,53
2025-06-29 06:00:00,AL022025,FNV3,2025-07-03 12:00:00,102,22.4,-110.6,46
2025-06-29 06:00:00,AL022025,FNV3,2025-07-03 18:00:00,108,23.1,-111.2,41
2025-06-29 06:00:00,AL022025,FNV3,2025-07-04 00:00:00,114,23.7,-111.6,37
2025-06-29 06:00:00,AL022025,FNV3,2025-07-04 06:00:00,120,24.5,-112.1,33
2025-06-29 06:00:00,AL022025,FNV3,2025-07-04 12:00:00,126,25.1,-112.6,30
2025-06-29 06:00:00,AL022025,FNV3,2025-07-04 18:00:00,132,25.5,-113.1,26
2025-06-29 06:00:00,AL022025,FNV3,2025-07-05 00:00:00,138,25.8,-113.7,24
2025-06-29 06:00:00,AL022025,HFSA,2025-06-29 06:00:00,0,19.5,-95.5,29
2025-06-29 06:00:00,AL022025,HFSA,2025-06-29 12:00:00,6,19.8,-96.2,38
2025-06-29 06:00:00,AL022025,HFSA,2025-06-29 18:00:00,12,20.7,-97.1,33
2025-06-29 06:00:00,AL022025,HFSA,2025-06-30 00:00:00,18,21.1,-98.2,30
2025-06-29 06:00:00,AL022025,HFSA,2025-06-30 06:00:00,24,21.6,-99.0,28
2025-06-29 06:00:00,AL022025,HFSA,2025-06-30 12:00:00,30,22.0,-98.0,44
2025-06-29 06:00:00,AL022025,HFSA,2025-06-30 18:00:00,36,21.6,-99.0,30
2025-06-29 06:00:00,AL022025,HFSA,2025-07-01 00:00:00,42,21.1,-99.4,28
2025-06-29 06:00:00,AL022025,HFSA,2025-07-01 06:00:00,48,21.5,-100.5,30
2025-06-29 06:00:00,AL022025,OFCL,2025-06-29 06:00:00,0,19.7,-95.6,30
2025-06-29 06:00:00,AL022025,OFCL,2025-06-29 09:00:00,3,19.9,-95.9,30
2025-06-29 06:00:00,AL022025,OFCL,2025-06-29 18:00:00,12,20.6,-96.9,35
2025-06-29 06:00:00,AL022025,OFCL,2025-06-30 06:00:00,24,21.6,-98.0,30
2025-06-29 12:00:00,AL022025,FNV3,2025-06-29 12:00:00,0,20.1,-96.0,35
2025-06-29 12:00:00,AL022025,FNV3,2025-06-29 18:00:00,6,18.6,-97.7,32
2025-06-29 12:00:00,AL022025,FNV3,2025-06-30 00:00:00,12,15.2,-100.4,39
2025-06-29 12:00:00,AL022025,FNV3,2025-06-30 06:00:00,18,14.8,-101.3,48
2025-06-29 12:00:00,AL022025,FNV3,2025-06-30 12:00:00,24,15.3,-102.0,53
2025-06-29 12:00:00,AL022025,FNV3,2025-06-30 18:00:00,30,15.8,-102.9,60
2025-06-29 12:00:00,AL022025,FNV3,2025-07-01 00:00:00,36,16.5,-103.8,69
2025-06-29 12:00:00,AL022025,FNV3,2025-07-01 06:00:00,42,17.1,-104.8,71
2025-06-29 12:00:00,AL022025,FNV3,2025-07-01 12:00:00,48,17.7,-105.6,74
2025-06-29 12:00:00,AL022025,FNV3,2025-07-01 18:00:00,54,18.2,-106.4,72
2025-06-29 12:00:00,AL022025,FNV3,2025-07-02 00:00:00,60,18.8,-107.1,79
2025-06-29 12:00:00,AL022025,FNV3,2025-07-02 06:00:00,66,19.4,-107.8,77
2025-06-29 12:00:00,AL022025,FNV3,2025-07-02 12:00:00,72,20.0,-108.4,70
2025-06-29 12:00:00,AL022025,FNV3,2025-07-02 18:00:00,78,20.7,-109.0,64
2025-06-29 12:00:00,AL022025,FNV3,2025-07-03 00:00:00,84,21.2,-109.6,52
2025-06-29 12:00:00,AL022025,FNV3,2025-07-03 06:00:00,90,21.8,-110.1,47
2025-06-29 12:00:00,AL022025,FNV3,2025-07-03 12:00:00,96,22.4,-110.6,43
2025-06-29 12:00:00,AL022025,FNV3,2025-07-03 18:00:00,102,23.3,-111.1,37
2025-06-29 12:00:00,AL022025,FNV3,2025-07-04 00:00:00,108,24.0,-111.6,34
2025-06-29 12:00:00,AL022025,FNV3,2025-07-04 06:00:00,114,24.8,-112.1,29
2025-06-29 12:00:00,AL022025,HFSA,2025-06-29 12:00:00,0,20.0,-95.9,35
2025-06-29 12:00:00,AL022025,HFSA,2025-06-29 18:00:00,6,20.7,-97.0,35
2025-06-29 12:00:00,AL022025,HFSA,2025-06-30 00:00:00,12,20.7,-98.1,34
2025-06-29 12:00:00,AL022025,HFSA,2025-06-30 06:00:00,18,20.6,-97.1,37
2025-06-29 12:00:00,AL022025,HFSA,2025-06-30 12:00:00,24,20.3,-97.6,23
2025-06-29 12:00:00,AL022025,HFSA,2025-06-30 18:00:00,30,20.5,-98.6,23
2025-06-29 12:00:00,AL022025,HFSA,2025-07-01 00:00:00,36,21.4,-100.9,25
2025-06-29 12:00:00,AL022025,OFCL,2025-06-29 12:00:00,0,20.1,-96.0,35
2025-06-29 12:00:00,AL022025,OFCL,2025-06-29 15:00:00,3,20.4,-96.2,35
2025-06-29 12:00:00,AL022025,OFCL,2025-06-30 00:00:00,12,21.2,-97.2,40
2025-06-29 12:00:00,AL022025,OFCL,2025-06-30 12:00:00,24,22.0,-98.2,30
2025-06-29 18:00:00,AL022025,FNV3,2025-06-29 18:00:00,0,20.9,-96.7,41
2025-06-29 18:00:00,AL022025,FNV3,2025-06-30 00:00:00,6,16.9,-99.8,40
2025-06-29 18:00:00,AL022025,FNV3,2025-06-30 06:00:00,12,15.0,-101.6,50
2025-06-29 18:00:00,AL022025,FNV3,2025-06-30 12:00:00,18,15.3,-102.4,55
2025-06-29 18:00:00,AL022025,FNV3,2025-06-30 18:00:00,24,15.8,-103.2,63
2025-06-29 18:00:00,AL022025,FNV3,2025-07-01 00:00:00,30,16.4,-104.0,70
2025-06-29 18:00:00,AL022025,FNV3,2025-07-01 06:00:00,36,17.0,-104.9,74
2025-06-29 18:00:00,AL022025,FNV3,2025-07-01 12:00:00,42,17.6,-105.8,75
2025-06-29 18:00:00,AL022025,FNV3,2025-07-01 18:00:00,48,18.0,-106.6,76
2025-06-29 18:00:00,AL022025,FNV3,2025-07-02 00:00:00,54,18.5,-107.2,79
2025-06-29 18:00:00,AL022025,FNV3,2025-07-02 06:00:00,60,19.0,-107.8,78
2025-06-29 18:00:00,AL022025,FNV3,2025-07-02 12:00:00,66,19.6,-108.4,72
2025-06-29 18:00:00,AL022025,FNV3,2025-07-02 18:00:00,72,20.2,-109.0,62
2025-06-29 18:00:00,AL022025,FNV3,2025-07-03 00:00:00,78,20.7,-109.6,57
2025-06-29 18:00:00,AL022025,FNV3,2025-07-03 06:00:00,84,21.1,-110.3,50
2025-06-29 18:00:00,AL022025,FNV3,2025-07-03 12:00:00,90,21.6,-110.9,45
2025-06-29 18:00:00,AL022025,FNV3,2025-07-03 18:00:00,96,22.2,-111.4,40
2025-06-29 18:00:00,AL022025,FNV3,2025-07-04 00:00:00,102,23.0,-112.0,37
2025-06-29 18:00:00,AL022025,FNV3,2025-07-04 06:00:00,108,23.6,-112.5,32
2025-06-29 18:00:00,AL022025,FNV3,2025-07-04 12:00:00,114,24.1,-113.2,29
2025-06-29 18:00:00,AL022025,FNV3,2025-07-04 18:00:00,120,24.6,-113.8,26
2025-06-29 18:00:00,AL022025,FNV3,2025-07-05 00:00:00,126,24.6,-114.8,25
2025-06-29 18:00:00,AL022025,FNV3,2025-07-05 06:00:00,132,24.2,-115.8,22
2025-06-29 18:00:00,AL022025,FNV3,2025-07-05 12:00:00,138,24.1,-116.8,20
2025-06-29 18:00:00,AL022025,HFSA,2025-06-29 18:00:00,0,20.8,-96.8,42
2025-06-29 18:00:00,AL022025,HFSA,2025-06-30 00:00:00,6,21.3,-97.6,29
2025-06-29 18:00:00,AL022025,HFSA,2025-06-30 06:00:00,12,21.0,-98.2,28
2025-06-29 18:00:00,AL022025,HFSA,2025-06-30 12:00:00,18,19.6,-97.6,28
2025-06-29 18:00:00,AL022025,HFSA,2025-06-30 18:00:00,24,20.1,-99.3,22
2025-06-29 18:00:00,AL022025,HFSA,2025-07-01 00:00:00,30,20.7,-100.1,26
2025-06-29 18:00:00,AL022025,OFCL,2025-06-29 18:00:00,0,20.9,-96.7,40
2025-06-29 18:00:00,AL022025,OFCL,2025-06-29 21:00:00,3,21.2,-96.9,40
2025-06-29 18:00:00,AL022025,OFCL,2025-06-30 06:00:00,12,22.0,-97.9,30
2025-06-29 18:00:00,AL022025,OFCL,2025-06-30 18:00:00,24,22.8,-98.8,20
2025-06-30 00:00:00,AL022025,FNV3,2025-06-30 00:00:00,0,21.6,-97.3,35
2025-06-30 00:00:00,AL022025,FNV3,2025-06-30 06:00:00,6,17.7,-100.3,45
2025-06-30 00:00:00,AL022025,FNV3,2025-06-30 12:00:00,12,15.7,-102.2,56
2025-06-30 00:00:00,AL022025,FNV3,2025-06-30 18:00:00,18,15.8,-103.2,64
2025-06-30 00:00:00,AL022025,FNV3,2025-07-01 00:00:00,24,16.4,-103.9,75
2025-06-30 00:00:00,AL022025,FNV3,2025-07-01 06:00:00,30,16.9,-104.7,81
2025-06-30 00:00:00,AL022025,FNV3,2025-07-01 12:00:00,36,17.3,-105.5,84
2025-06-30 00:00:00,AL022025,FNV3,2025-07-01 18:00:00,42,17.8,-106.4,83
2025-06-30 00:00:00,AL022025,FNV3,2025-07-02 00:00:00,48,18.4,-107.0,84
2025-06-30 00:00:00,AL022025,FNV3,2025-07-02 06:00:00,54,18.9,-107.7,81
2025-06-30 00:00:00,AL022025,FNV3,2025-07-02 12:00:00,60,19.6,-108.4,72
2025-06-30 00:00:00,AL022025,FNV3,2025-07-02 18:00:00,66,20.1,-109.0,66
2025-06-30 00:00:00,AL022025,FNV3,2025-07-03 00:00:00,72,20.6,-109.6,58
2025-06-30 00:00:00,AL022025,FNV3,2025-07-03 06:00:00,78,21.2,-110.3,51
2025-06-30 00:00:00,AL022025,FNV3,2025-07-03 12:00:00,84,21.7,-110.9,45
2025-06-30 00:00:00,AL022025,FNV3,2025-07-03 18:00:00,90,22.4,-111.4,38
2025-06-30 00:00:00,AL022025,FNV3,2025-07-04 00:00:00,96,23.0,-112.1,35
2025-06-30 00:00:00,AL022025,FNV3,2025-07-04 06:00:00,102,23.7,-112.7,31
2025-06-30 00:00:00,AL022025,FNV3,2025-07-04 12:00:00,108,24.1,-113.5,28
2025-06-30 00:00:00,AL022025,FNV3,2025-07-04 18:00:00,114,24.7,-114.2,25
2025-06-30 00:00:00,AL022025,FNV3,2025-07-05 00:00:00,120,24.8,-115.1,24
2025-06-30 00:00:00,AL022025,FNV3,2025-07-05 06:00:00,126,25.0,-115.8,23
2025-06-30 00:00:00,AL022025,OFCL,2025-06-30 00:00:00,0,21.7,-97.4,35
2025-06-30 00:00:00,AL022025,OFCL,2025-06-30 03:00:00,3,22.0,-97.8,30
2025-06-30 00:00:00,AL022025,OFCL,2025-06-30 12:00:00,12,22.7,-98.5,25
2025-06-30 06:00:00,AL022025,FNV3,2025-06-30 06:00:00,0,22.4,-98.7,25
2025-06-30 06:00:00,AL022025,FNV3,2025-06-30 12:00:00,6,17.8,-101.1,55
2025-06-30 06:00:00,AL022025,FNV3,2025-06-30 18:00:00,12,16.0,-102.7,67
2025-06-30 06:00:00,AL022025,FNV3,2025-07-01 00:00:00,18,16.5,-103.6,78
2025-06-30 06:00:00,AL022025,FNV3,2025-07-01 06:00:00,24,17.0,-104.5,84
2025-06-30 06:00:00,AL022025,FNV3,2025-07-01 12:00:00,30,17.5,-105.3,85
2025-06-30 06:00:00,AL022025,FNV3,2025-07-01 18:00:00,36,18.0,-106.1,86
2025-06-30 06:00:00,AL022025,FNV3,2025-07-02 00:00:00,42,18.6,-106.9,88
2025-06-30 06:00:00,AL022025,FNV3,2025-07-02 06:00:00,48,19.2,-107.7,86
2025-06-30 06:00:00,AL022025,FNV3,2025-07-02 12:00:00,54,19.7,-108.4,78
2025-06-30 06:00:00,AL022025,FNV3,2025-07-02 18:00:00,60,20.2,-109.0,68
2025-06-30 06:00:00,AL022025,FNV3,2025-07-03 00:00:00,66,20.6,-109.6,62
2025-06-30 06:00:00,AL022025,FNV3,2025-07-03 06:00:00,72,21.0,-110.2,54
2025-06-30 06:00:00,AL022025,FNV3,2025-07-03 12:00:00,78,21.4,-110.9,47
2025-06-30 06:00:00,AL022025,FNV3,2025-07-03 18:00:00,84,21.9,-111.5,43
2025-06-30 06:00:00,AL022025,FNV3,2025-07-04 00:00:00,90,22.6,-112.3,37
2025-06-30 06:00:00,AL022025,FNV3,2025-07-04 06:00:00,96,23.2,-112.9,32
2025-06-30 06:00:00,AL022025,FNV3,2025-07-04 12:00:00,102,23.7,-113.5,28
2025-06-30 06:00:00,AL022025,FNV3,2025-07-04 18:00:00,108,24.1,-114.6,28
2025-06-30 06:00:00,AL022025,FNV3,2025-07-05 00:00:00,114,24.3,-115.4,25
2025-06-30 06:00:00,AL022025,FNV3,2025-07-05 06:00:00,120,24.5,-116.3,22
2025-06-30 06:00:00,AL022025,FNV3,2025-07-05 12:00:00,126,24.6,-116.8,22
2025-06-30 06:00:00,AL022025,OFCL,2025-06-30 06:00:00,0,22.4,-98.7,25
2025-06-30 06:00:00,AL022025,OFCL,2025-06-30 09:00:00,3,23.0,-99.2,25
2025-07-04 18:00:00,AL032025,FNV3,2025-07-04 18:00:00,0,30.9,-79.0,29
2025-07-04 18:00:00,AL032025,FNV3,2025-07-05 00:00:00,6,30.6,-78.8,33
2025-07-04 18:00:00,AL032025,FNV3,2025-07-05 06:00:00,12,30.6,-78.9,36
2025-07-04 18:00:00,AL032025,FNV3,2025-07-05 12:00:00,18,31.0,-79.0,38
2025-07-04 18:00:00,AL032025,FNV3,2025-07-05 18:00:00,24,31.3,-79.0,39
2025-07-04 18:00:00,AL032025,FNV3,2025-07-06 00:00:00,30,31.8,-79.3,39
2025-07-04 18:00:00,AL032025,FNV3,2025-07-06 06:00:00,36,32.6,-79.6,37
2025-07-04 18:00:00,AL032025,FNV3,2025-07-06 12:00:00,42,33.3,-79.7,33
2025-07-04 18:00:00,AL032025,FNV3,2025-07-06 18:00:00,48,33.9,-79.9,28
2025-07-04 18:00:00,AL032025,FNV3,2025-07-07 00:00:00,54,34.5,-79.9,25
2025-07-04 18:00:00,AL032025,FNV3,2025-07-07 06:00:00,60,35.1,-79.3,23
2025-07-04 18:00:00,AL032025,FNV3,2025-07-07 12:00:00,66,36.0,-78.6,21
2025-07-04 18:00:00,AL032025,FNV3,2025-07-07 18:00:00,72,36.6,-77.4,23
2025-07-04 18:00:00,AL032025,FNV3,2025-07-08 00:00:00,78,37.1,-76.5,25
2025-07-04 18:00:00,AL032025,HFSA,2025-07-04 18:00:00,0,30.9,-78.9,30
2025-07-04 18:00:00,AL032025,HFSA,2025-07-05 00:00:00,6,30.5,-78.0,59
2025-07-04 18:00:00,AL032025,HFSA,2025-07-05 06:00:00,12,31.0,-78.5,45
2025-07-04 18:00:00,AL032025,HFSA,2025-07-05 12:00:00,18,31.1,-78.9,40
2025-07-04 18:00:00,AL032025,HFSA,2025-07-05 18:00:00,24,31.4,-79.4,46
2025-07-04 18:00:00,AL032025,HFSA,2025-07-06 00:00:00,30,31.7,-79.7,41
2025-07-04 18:00:00,AL032025,HFSA,2025-07-06 06:00:00,36,32.2,-80.1,42
2025-07-04 18:00:00,AL032025,HFSA,2025-07-06 12:00:00,42,33.0,-80.2,37
2025-07-04 18:00:00,AL032025,HFSA,2025-07-06 18:00:00,48,33.6,-80.2,40
2025-07-04 18:00:00,AL032025,HFSA,2025-07-07 00:00:00,54,34.3,-80.1,23
2025-07-04 18:00:00,AL032025,HFSA,2025-07-07 06:00:00,60,34.6,-80.1,24
2025-07-04 18:00:00,AL032025,HFSA,2025-07-07 12:00:00,66,34.9,-79.5,32
2025-07-04 18:00:00,AL032025,HFSA,2025-07-07 18:00:00,72,35.6,-78.1,30
2025-07-04 18:00:00,AL032025,HFSA,2025-07-08 00:00:00,78,36.5,-77.0,26
2025-07-04 18:00:00,AL032025,HFSA,2025-07-08 06:00:00,84,37.8,-76.0,35
2025-07-04 18:00:00,AL032025,HFSA,2025-07-08 12:00:00,90,38.7,-74.8,39
2025-07-04 18:00:00,AL032025,HFSA,2025-07-08 18:00:00,96,40.4,-72.2,40
2025-07-04 18:00:00,AL032025,HFSA,2025-07-09 00:00:00,102,41.6,-69.7,28
2025-07-04 18:00:00,AL032025,HFSA,2025-07-09 06:00:00,108,42.6,-67.4,38
2025-07-04 18:00:00,AL032025,HFSA,2025-07-09 12:00:00,114,43.7,-63.8,35
2025-07-04 18:00:00,AL032025,HFSA,2025-07-09 18:00:00,120,44.3,-61.1,31
2025-07-04 18:00:00,AL032025,HFSA,2025-07-10 00:00:00,126,44.6,-58.4,26
2025-07-04 18:00:00,AL032025,OFCL,2025-07-04 18:00:00,0,30.9,-79.0,30
2025-07-04 18:00:00,AL032025,OFCL,2025-07-04 21:00:00,3,30.8,-79.0,30
2025-07-04 18:00:00,AL032025,OFCL,2025-07-05 06:00:00,12,31.3,-79.1,30
2025-07-04 18:00:00,AL032025,OFCL,2025-07-05 18:00:00,24,31.7,-79.5,35
2025-07-04 18:00:00,AL032025,OFCL,2025-07-06 06:00:00,36,32.4,-80.0,35
2025-07-04 18:00:00,AL032025,OFCL,2025-07-06 18:00:00,48,33.7,-80.0,30
2025-07-04 18:00:00,AL032025,OFCL,2025-07-07 06:00:00,60,35.0,-79.6,25
2025-07-05 00:00:00,AL032025,FNV3,2025-07-05 00:00:00,0,30.5,-79.0,29
2025-07-05 00:00:00,AL032025,FNV3,2025-07-05 06:00:00,6,30.5,-79.0,35
2025-07-05 00:00:00,AL032025,FNV3,2025-07-05 12:00:00,12,30.9,-78.9,39
2025-07-05 00:00:00,AL032025,FNV3,2025-07-05 18:00:00,18,31.4,-78.9,42
2025-07-05 00:00:00,AL032025,FNV3,2025-07-06 00:00:00,24,32.0,-79.0,43
2025-07-05 00:00:00,AL032025,FNV3,2025-07-06 06:00:00,30,32.8,-79.3,42
2025-07-05 00:00:00,AL032025,FNV3,2025-07-06 12:00:00,36,33.5,-79.6,36
2025-07-05 00:00:00,AL032025,FNV3,2025-07-06 18:00:00,42,34.2,-79.8,31
2025-07-05 00:00:00,AL032025,FNV3,2025-07-07 00:00:00,48,34.8,-79.7,27
2025-07-05 00:00:00,AL032025,FNV3,2025-07-07 06:00:00,54,35.5,-79.3,23
2025-07-05 00:00:00,AL032025,FNV3,2025-07-07 12:00:00,60,36.3,-78.5,22
2025-07-05 00:00:00,AL032025,FNV3,2025-07-07 18:00:00,66,37.2,-77.2,23
2025-07-05 00:00:00,AL032025,FNV3,2025-07-08 00:00:00,72,38.4,-75.6,25
2025-07-05 00:00:00,AL032025,FNV3,2025-07-08 06:00:00,78,39.9,-73.4,27
2025-07-05 00:00:00,AL032025,HFSA,2025-07-05 00:00:00,0,30.7,-79.0,29
2025-07-05 00:00:00,AL032025,HFSA,2025-07-05 06:00:00,6,30.9,-78.4,41
2025-07-05 00:00:00,AL032025,HFSA,2025-07-05 12:00:00,12,31.0,-78.0,46
2025-07-05 00:00:00,AL032025,HFSA,2025-07-05 18:00:00,18,31.3,-78.9,39
2025-07-05 00:00:00,AL032025,HFSA,2025-07-06 00:00:00,24,31.7,-78.9,39
2025-07-05 00:00:00,AL032025,HFSA,2025-07-06 06:00:00,30,32.5,-79.1,44
2025-07-05 00:00:00,AL032025,HFSA,2025-07-06 12:00:00,36,33.4,-79.1,51
2025-07-05 00:00:00,AL032025,HFSA,2025-07-06 18:00:00,42,34.1,-79.1,33
2025-07-05 00:00:00,AL032025,HFSA,2025-07-07 00:00:00,48,34.7,-79.2,25
2025-07-05 00:00:00,AL032025,HFSA,2025-07-07 06:00:00,54,35.5,-79.1,34
2025-07-05 00:00:00,AL032025,HFSA,2025-07-07 12:00:00,60,36.0,-78.8,40
2025-07-05 00:00:00,AL032025,HFSA,2025-07-07 18:00:00,66,36.5,-77.9,32
2025-07-05 00:00:00,AL032025,HFSA,2025-07-08 00:00:00,72,37.2,-76.5,31
2025-07-05 00:00:00,AL032025,HFSA,2025-07-08 06:00:00,78,38.3,-75.3,38
2025-07-05 00:00:00,AL032025,HFSA,2025-07-08 12:00:00,84,39.4,-73.5,42
2025-07-05 00:00:00,AL032025,HFSA,2025-07-08 18:00:00,90,40.7,-71.4,36
2025-07-05 00:00:00,AL032025,HFSA,2025-07-09 00:00:00,96,42.8,-69.2,28
2025-07-05 00:00:00,AL032025,HFSA,2025-07-09 06:00:00,102,43.3,-65.9,37
2025-07-05 00:00:00,AL032025,HFSA,2025-07-09 12:00:00,108,44.2,-61.9,32
2025-07-05 00:00:00,AL032025,HFSA,2025-07-09 18:00:00,114,44.6,-59.0,28
2025-07-05 00:00:00,AL032025,HFSA,2025-07-10 00:00:00,120,44.2,-56.6,31
2025-07-05 00:00:00,AL032025,HFSA,2025-07-10 06:00:00,126,43.7,-54.3,27
2025-07-05 00:00:00,AL032025,OFCL,2025-07-05 00:00:00,0,30.5,-79.0,30
2025-07-05 00:00:00,AL032025,OFCL,2025-07-05 03:00:00,3,30.6,-78.9,30
